geneID	proteinID	ARO	taxon	weight
APG42690.1	gb|APG42690.1|ARO:3005361|KPC-28	ARO:3005361	Escherichia coli	1
OKK72649.1	gb|OKK72649.1|ARO:3005362|KPC-31	ARO:3005362	Klebsiella pneumoniae	1
OKL07573.1	gb|OKL07573.1|ARO:3005363|KPC-32	ARO:3005363	Klebsiella pneumoniae	1
AQT03460.1	gb|AQT03460.1|ARO:3005364|KPC-30	ARO:3005364	Klebsiella pneumoniae	1
AUD37084.1	gb|AUD37084.1|ARO:3005365|KPC-33	ARO:3005365	Klebsiella pneumoniae	1
AMS25623.1	gb|AMS25623.1|ARO:3005366|KPC-34	ARO:3005366	Klebsiella pneumoniae	1
AWR93230.1	gb|AWR93230.1|ARO:3005367|KPC-35	ARO:3005367	Klebsiella pneumoniae	1
AXC08545.1	gb|AXC08545.1|ARO:3005368|KPC-36	ARO:3005368	Klebsiella pneumoniae	1
AXL13972.1	gb|AXL13972.1|ARO:3005369|KPC-37	ARO:3005369	Klebsiella pneumoniae	1
AYP70144.1	gb|AYP70144.1|ARO:3005370|KPC-38	ARO:3005370	Klebsiella pneumoniae	1
RDT05676.1	gb|RDT05676.1|ARO:3005372|KPC-40	ARO:3005372	Enterobacter hormaechei	1
QBC36180.1	gb|QBC36180.1|ARO:3005373|KPC-41	ARO:3005373	Klebsiella pneumoniae	1
QBC75465.1	gb|QBC75465.1|ARO:3005374|KPC-42	ARO:3005374	Klebsiella pneumoniae	1
QBO66649.1	gb|QBO66649.1|ARO:3005375|KPC-43	ARO:3005375	Klebsiella pneumoniae	1
QDM39441.1	gb|QDM39441.1|ARO:3005376|KPC-45	ARO:3005376	Enterobacter cloacae	1
QED08959.1	gb|QED08959.1|ARO:3005377|KPC-46	ARO:3005377	Klebsiella pneumoniae	1
QFX75995.1	gb|QFX75995.1|ARO:3005378|KPC-49	ARO:3005378	Escherichia coli	1
QGJ02578.1	gb|QGJ02578.1|ARO:3005379|KPC-50	ARO:3005379	Klebsiella pneumoniae	1
WP_150823454.1	gb|WP_150823454.1|ARO:3006369|ADC-200	ARO:3006369	Acinetobacter baumannii	1
WP_150823455.1	gb|WP_150823455.1|ARO:3006370|ADC-201	ARO:3006370	Acinetobacter pittii	1
QGT31448.1	gb|QGT31448.1|ARO:3005380|KPC-51	ARO:3005380	Klebsiella pneumoniae	1
QGT31449.1	gb|QGT31449.1|ARO:3005381|KPC-52	ARO:3005381	Klebsiella pneumoniae	1
QHA33651.1	gb|QHA33651.1|ARO:3005382|KPC-54	ARO:3005382	Klebsiella pneumoniae	1
QIS31290.1	gb|QIS31290.1|ARO:3005383|KPC-55	ARO:3005383	Klebsiella pneumoniae	1
QIC04092.1	gb|QIC04092.1|ARO:3005384|KPC-56	ARO:3005384	Klebsiella pneumoniae	1
QJD09264.1	gb|QJD09264.1|ARO:3005385|KPC-57	ARO:3005385	Klebsiella pneumoniae subsp. pneumoniae	1
WP_194293132.1	gb|WP_194293132.1|ARO:3006863|AAK-1	ARO:3006863	Klebsiella pneumoniae	1
WP_039189232.1	gb|WP_039189232.1|ARO:3006228|ACC-1a	ARO:3006228	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_063857697.1	gb|WP_063857697.1|ARO:3006229|ACC-1b	ARO:3006229	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_063857698.1	gb|WP_063857698.1|ARO:3006230|ACC-1c	ARO:3006230	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_008815550.1	gb|WP_008815550.1|ARO:3006231|ACC-1d	ARO:3006231	Hafnia alvei	1
WP_099156055.1	gb|WP_099156055.1|ARO:3006232|ACC-7	ARO:3006232	Hafnia alvei	1
WP_188331862.1	gb|WP_188331862.1|ARO:3006233|ACC-8	ARO:3006233	Klebsiella pneumoniae	1
WP_032608349.1	gb|WP_032608349.1|ARO:3006240|ACT-45	ARO:3006240	Enterobacter cloacae complex	1
WP_045337464.1	gb|WP_045337464.1|ARO:3006241|ACT-46	ARO:3006241	Enterobacter	1
WP_045309142.1	gb|WP_045309142.1|ARO:3006242|ACT-47	ARO:3006242	Enterobacter	1
WP_045331469.1	gb|WP_045331469.1|ARO:3006243|ACT-48	ARO:3006243	Enterobacter	1
WP_045261282.1	gb|WP_045261282.1|ARO:3006244|ACT-49	ARO:3006244	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_045286607.1	gb|WP_045286607.1|ARO:3006245|ACT-50	ARO:3006245	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_045269678.1	gb|WP_045269678.1|ARO:3006246|ACT-51	ARO:3006246	Enterobacter kobei	1
WP_014882211.1	gb|WP_014882211.1|ARO:3006247|ACT-52	ARO:3006247	Enterobacter cloacae complex	1
WP_032644152.1	gb|WP_032644152.1|ARO:3006248|ACT-53	ARO:3006248	Enterobacter cloacae complex	1
WP_099156056.1	gb|WP_099156056.1|ARO:3006249|ACT-54	ARO:3006249	Enterobacter cloacae complex	1
WP_047052637.1	gb|WP_047052637.1|ARO:3006250|ACT-55	ARO:3006250	Enterobacter hormaechei	1
WP_033487869.1	gb|WP_033487869.1|ARO:3006251|ACT-56	ARO:3006251	Enterobacter cloacae complex	1
WP_094935119.1	gb|WP_094935119.1|ARO:3006252|ACT-57	ARO:3006252	Enterobacter cloacae complex	1
WP_111965422.1	gb|WP_111965422.1|ARO:3006253|ACT-58	ARO:3006253	Enterobacter cloacae complex	1
WP_112792421.1	gb|WP_112792421.1|ARO:3006254|ACT-59	ARO:3006254	Enterobacter hormaechei	1
WP_111976052.1	gb|WP_111976052.1|ARO:3006255|ACT-60	ARO:3006255	Enterobacter hormaechei	1
WP_112017656.1	gb|WP_112017656.1|ARO:3006256|ACT-61	ARO:3006256	Enterobacter hormaechei	1
WP_111967096.1	gb|WP_111967096.1|ARO:3006257|ACT-62	ARO:3006257	Enterobacter cloacae complex	1
WP_112780466.1	gb|WP_112780466.1|ARO:3006258|ACT-63	ARO:3006258	Enterobacter cloacae complex	1
WP_050861789.1	gb|WP_050861789.1|ARO:3006259|ACT-64	ARO:3006259	Enterobacter	1
WP_047726486.1	gb|WP_047726486.1|ARO:3006260|ACT-65	ARO:3006260	Enterobacter cloacae complex	1
WP_032625176.1	gb|WP_032625176.1|ARO:3006261|ACT-66	ARO:3006261	Enterobacter hormaechei	1
WP_063147148.1	gb|WP_063147148.1|ARO:3006262|ACT-67	ARO:3006262	Enterobacter cloacae complex	1
WP_136512051.1	gb|WP_136512051.1|ARO:3006263|ACT-68	ARO:3006263	Enterobacter asburiae	1
WP_048209719.1	gb|WP_048209719.1|ARO:3006264|ACT-69	ARO:3006264	Enterobacter cloacae complex	1
WP_047364854.1	gb|WP_047364854.1|ARO:3006265|ACT-70	ARO:3006265	Enterobacter cloacae complex	1
WP_045895620.1	gb|WP_045895620.1|ARO:3006266|ACT-72	ARO:3006266	Enterobacter cloacae complex	1
WP_152315464.1	gb|WP_152315464.1|ARO:3006267|ACT-73	ARO:3006267	Enterobacter cloacae	1
WP_032652275.1	gb|WP_032652275.1|ARO:3006268|ACT-74	ARO:3006268	Enterobacter cloacae complex	1
WP_045347148.1	gb|WP_045347148.1|ARO:3006269|ACT-75	ARO:3006269	Enterobacter hormaechei	1
WP_126817982.1	gb|WP_126817982.1|ARO:3006270|ACT-76	ARO:3006270	Enterobacter	1
WP_060573544.1	gb|WP_060573544.1|ARO:3006271|ACT-77	ARO:3006271	Enterobacter	1
WP_164461280.1	gb|WP_164461280.1|ARO:3006272|ACT-78	ARO:3006272	Enterobacter cloacae	1
WP_164461281.1	gb|WP_164461281.1|ARO:3006273|ACT-79	ARO:3006273	Enterobacter cloacae	1
WP_164461282.1	gb|WP_164461282.1|ARO:3006274|ACT-80	ARO:3006274	Enterobacter cloacae	1
WP_164461283.1	gb|WP_164461283.1|ARO:3006275|ACT-81	ARO:3006275	Enterobacter cloacae	1
WP_164461284.1	gb|WP_164461284.1|ARO:3006276|ACT-82	ARO:3006276	Enterobacter cloacae	1
WP_164461285.1	gb|WP_164461285.1|ARO:3006277|ACT-83	ARO:3006277	Enterobacter hormaechei	1
WP_072139974.1	gb|WP_072139974.1|ARO:3006278|ACT-84	ARO:3006278	Enterobacter cloacae complex	1
WP_121527365.1	gb|WP_121527365.1|ARO:3006279|ACT-87	ARO:3006279	Enterobacter kobei	1
WP_068981607.1	gb|WP_068981607.1|ARO:3006280|ADC-100	ARO:3006280	Acinetobacter baumannii	1
WP_068981608.1	gb|WP_068981608.1|ARO:3006281|ADC-101	ARO:3006281	Acinetobacter baumannii	1
WP_068981609.1	gb|WP_068981609.1|ARO:3006282|ADC-102	ARO:3006282	Acinetobacter baumannii	1
WP_068981610.1	gb|WP_068981610.1|ARO:3006283|ADC-103	ARO:3006283	Acinetobacter baumannii	1
WP_068981611.1	gb|WP_068981611.1|ARO:3006284|ADC-104	ARO:3006284	Acinetobacter baumannii	1
WP_068981612.1	gb|WP_068981612.1|ARO:3006285|ADC-105	ARO:3006285	Acinetobacter baumannii	1
WP_068981613.1	gb|WP_068981613.1|ARO:3006286|ADC-106	ARO:3006286	Acinetobacter baumannii	1
WP_068981614.1	gb|WP_068981614.1|ARO:3006287|ADC-107	ARO:3006287	Acinetobacter baumannii	1
WP_136512052.1	gb|WP_136512052.1|ARO:3006288|ADC-109	ARO:3006288	Acinetobacter baumannii	1
WP_136512053.1	gb|WP_136512053.1|ARO:3006289|ADC-110	ARO:3006289	Acinetobacter baumannii	1
WP_136512054.1	gb|WP_136512054.1|ARO:3006290|ADC-112	ARO:3006290	Acinetobacter baumannii	1
WP_136512055.1	gb|WP_136512055.1|ARO:3006291|ADC-113	ARO:3006291	Acinetobacter baumannii	1
WP_125052776.1	gb|WP_125052776.1|ARO:3006292|ADC-114	ARO:3006292	Acinetobacter baumannii	1
WP_001211215.1	gb|WP_001211215.1|ARO:3006293|ADC-115	ARO:3006293	Acinetobacter baumannii	1
WP_017816757.1	gb|WP_017816757.1|ARO:3006294|ADC-116	ARO:3006294	Acinetobacter baumannii	1
WP_002157727.1	gb|WP_002157727.1|ARO:3006295|ADC-117	ARO:3006295	Acinetobacter baumannii	1
WP_004712857.1	gb|WP_004712857.1|ARO:3006296|ADC-119	ARO:3006296	Acinetobacter baumannii	1
WP_002126587.1	gb|WP_002126587.1|ARO:3006297|ADC-120	ARO:3006297	Acinetobacter baumannii	1
WP_005109685.1	gb|WP_005109685.1|ARO:3006298|ADC-121	ARO:3006298	Acinetobacter baumannii	1
WP_005123276.1	gb|WP_005123276.1|ARO:3006299|ADC-122	ARO:3006299	Acinetobacter baumannii	1
WP_004840559.1	gb|WP_004840559.1|ARO:3006300|ADC-123	ARO:3006300	Acinetobacter baumannii	1
WP_005131186.1	gb|WP_005131186.1|ARO:3006301|ADC-125	ARO:3006301	Acinetobacter baumannii	1
WP_005046018.1	gb|WP_005046018.1|ARO:3006302|ADC-127	ARO:3006302	Acinetobacter calcoaceticus	1
WP_004643536.1	gb|WP_004643536.1|ARO:3006303|ADC-128	ARO:3006303	Acinetobacter calcoaceticus	1
WP_005039111.1	gb|WP_005039111.1|ARO:3006304|ADC-129	ARO:3006304	Acinetobacter calcoaceticus	1
WP_004886093.1	gb|WP_004886093.1|ARO:3006305|ADC-130	ARO:3006305	Acinetobacter	1
WP_004707701.1	gb|WP_004707701.1|ARO:3006306|ADC-131	ARO:3006306	Acinetobacter nosocomialis	1
WP_005068074.1	gb|WP_005068074.1|ARO:3006307|ADC-132	ARO:3006307	Acinetobacter	1
WP_004700205.1	gb|WP_004700205.1|ARO:3006308|ADC-133	ARO:3006308	Acinetobacter	1
WP_005307218.1	gb|WP_005307218.1|ARO:3006309|ADC-134	ARO:3006309	Acinetobacter sp. NIPH 542	1
WP_004790939.1	gb|WP_004790939.1|ARO:3006310|ADC-135	ARO:3006310	Acinetobacter	1
WP_016137488.1	gb|WP_016137488.1|ARO:3006311|ADC-136	ARO:3006311	Acinetobacter calcoaceticus	1
WP_016140427.1	gb|WP_016140427.1|ARO:3006312|ADC-137	ARO:3006312	Acinetobacter pittii	1
WP_016146025.1	gb|WP_016146025.1|ARO:3006313|ADC-138	ARO:3006313	Acinetobacter lactucae	1
WP_032039838.1	gb|WP_032039838.1|ARO:3006314|ADC-139	ARO:3006314	Acinetobacter baumannii	1
WP_001211209.1	gb|WP_001211209.1|ARO:3006315|ADC-140	ARO:3006315	Acinetobacter baumannii	1
WP_032062810.1	gb|WP_032062810.1|ARO:3006316|ADC-141	ARO:3006316	Acinetobacter baumannii	1
WP_033502167.1	gb|WP_033502167.1|ARO:3006317|ADC-143	ARO:3006317	Acinetobacter baumannii	1
WP_001211214.1	gb|WP_001211214.1|ARO:3006318|ADC-144	ARO:3006318	Acinetobacter baumannii	1
WP_039270258.1	gb|WP_039270258.1|ARO:3006319|ADC-145	ARO:3006319	Acinetobacter baumannii	1
WP_039258389.1	gb|WP_039258389.1|ARO:3006320|ADC-146	ARO:3006320	Acinetobacter baumannii	1
WP_044718369.1	gb|WP_044718369.1|ARO:3006321|ADC-147	ARO:3006321	Acinetobacter baumannii	1
WP_039246976.1	gb|WP_039246976.1|ARO:3006322|ADC-148	ARO:3006322	Acinetobacter nosocomialis	1
WP_014207272.1	gb|WP_014207272.1|ARO:3006323|ADC-149	ARO:3006323	Acinetobacter pittii	1
WP_017386568.1	gb|WP_017386568.1|ARO:3006324|ADC-150	ARO:3006324	Acinetobacter	1
WP_063099318.1	gb|WP_063099318.1|ARO:3006325|ADC-151	ARO:3006325	Acinetobacter pittii	1
WP_001211233.1	gb|WP_001211233.1|ARO:3006326|ADC-152	ARO:3006326	Acinetobacter baumannii	1
WP_099156045.1	gb|WP_099156045.1|ARO:3006327|ADC-153	ARO:3006327	Acinetobacter baumannii	1
WP_005138362.1	gb|WP_005138362.1|ARO:3006328|ADC-154	ARO:3006328	Acinetobacter baumannii	1
WP_005128228.1	gb|WP_005128228.1|ARO:3006329|ADC-155	ARO:3006329	Acinetobacter baumannii	1
WP_032071188.1	gb|WP_032071188.1|ARO:3006345|ADC-173	ARO:3006345	Acinetobacter baumannii	1
WP_114699268.1	gb|WP_114699268.1|ARO:3006346|ADC-174	ARO:3006346	Acinetobacter baumannii	1
WP_001211208.1	gb|WP_001211208.1|ARO:3006347|ADC-175	ARO:3006347	Acinetobacter baumannii	1
WP_001159761.1	gb|WP_001159761.1|ARO:3006348|ADC-176	ARO:3006348	Acinetobacter baumannii	1
WP_114699269.1	gb|WP_114699269.1|ARO:3006349|ADC-177	ARO:3006349	Acinetobacter baumannii	1
WP_114699270.1	gb|WP_114699270.1|ARO:3006350|ADC-178	ARO:3006350	Acinetobacter baumannii	1
WP_114699271.1	gb|WP_114699271.1|ARO:3006351|ADC-179	ARO:3006351	Acinetobacter baumannii	1
WP_114699272.1	gb|WP_114699272.1|ARO:3006352|ADC-180	ARO:3006352	Acinetobacter baumannii	1
WP_059247009.1	gb|WP_059247009.1|ARO:3006353|ADC-184	ARO:3006353	Acinetobacter baumannii	1
WP_001211210.1	gb|WP_001211210.1|ARO:3006354|ADC-185	ARO:3006354	Acinetobacter baumannii	1
WP_072292271.1	gb|WP_072292271.1|ARO:3006355|ADC-186	ARO:3006355	Acinetobacter baumannii	1
WP_136512056.1	gb|WP_136512056.1|ARO:3006356|ADC-187	ARO:3006356	Acinetobacter baumannii	1
WP_150823456.1	gb|WP_150823456.1|ARO:3006371|ADC-202	ARO:3006371	Acinetobacter pittii	1
WP_032000414.1	gb|WP_032000414.1|ARO:3006372|ADC-203	ARO:3006372	Acinetobacter baumannii	1
WP_150823457.1	gb|WP_150823457.1|ARO:3006373|ADC-204	ARO:3006373	Acinetobacter baumannii	1
WP_150823458.1	gb|WP_150823458.1|ARO:3006374|ADC-205	ARO:3006374	Acinetobacter calcoaceticus	1
WP_150823459.1	gb|WP_150823459.1|ARO:3006375|ADC-206	ARO:3006375	Acinetobacter pittii	1
WP_130173437.1	gb|WP_130173437.1|ARO:3006376|ADC-207	ARO:3006376	Acinetobacter pittii	1
WP_150823460.1	gb|WP_150823460.1|ARO:3006377|ADC-208	ARO:3006377	Acinetobacter pittii	1
WP_150823461.1	gb|WP_150823461.1|ARO:3006378|ADC-209	ARO:3006378	Acinetobacter pittii	1
WP_150823462.1	gb|WP_150823462.1|ARO:3006379|ADC-210	ARO:3006379	Acinetobacter pittii	1
WP_150823463.1	gb|WP_150823463.1|ARO:3006380|ADC-211	ARO:3006380	Acinetobacter baumannii	1
WP_031975357.1	gb|WP_031975357.1|ARO:3006381|ADC-212	ARO:3006381	Acinetobacter baumannii	1
WP_078230092.1	gb|WP_078230092.1|ARO:3006382|ADC-213	ARO:3006382	Acinetobacter baumannii	1
WP_060454527.1	gb|WP_060454527.1|ARO:3006383|ADC-214	ARO:3006383	Acinetobacter	1
WP_039098799.1	gb|WP_039098799.1|ARO:3006384|ADC-215	ARO:3006384	Acinetobacter baumannii	1
WP_039211240.1	gb|WP_039211240.1|ARO:3006385|ADC-216	ARO:3006385	Acinetobacter baumannii	1
WP_060470109.1	gb|WP_060470109.1|ARO:3006386|ADC-217	ARO:3006386	Acinetobacter baumannii	1
WP_078216190.1	gb|WP_078216190.1|ARO:3006387|ADC-218	ARO:3006387	Acinetobacter baumannii	1
WP_039213353.1	gb|WP_039213353.1|ARO:3006388|ADC-219	ARO:3006388	Acinetobacter baumannii	1
WP_087876534.1	gb|WP_087876534.1|ARO:3006389|ADC-220	ARO:3006389	Acinetobacter baumannii	1
WP_156404644.1	gb|WP_156404644.1|ARO:3006390|ADC-221	ARO:3006390	Acinetobacter pittii	1
WP_031960999.1	gb|WP_031960999.1|ARO:3006391|ADC-222	ARO:3006391	Acinetobacter baumannii	1
WP_064987478.1	gb|WP_064987478.1|ARO:3006392|ADC-223	ARO:3006392	Acinetobacter baumannii	1
WP_064907831.1	gb|WP_064907831.1|ARO:3006393|ADC-224	ARO:3006393	Acinetobacter baumannii	1
WP_160164833.1	gb|WP_160164833.1|ARO:3006394|ADC-225	ARO:3006394	Acinetobacter baumannii	1
WP_001211224.1	gb|WP_001211224.1|ARO:3006395|ADC-226	ARO:3006395	Acinetobacter baumannii	1
WP_160164834.1	gb|WP_160164834.1|ARO:3006396|ADC-227	ARO:3006396	Acinetobacter baumannii	1
WP_160164835.1	gb|WP_160164835.1|ARO:3006397|ADC-228	ARO:3006397	Acinetobacter baumannii	1
WP_160164836.1	gb|WP_160164836.1|ARO:3006398|ADC-229	ARO:3006398	Acinetobacter baumannii	1
WP_160164837.1	gb|WP_160164837.1|ARO:3006399|ADC-230	ARO:3006399	Acinetobacter baumannii	1
WP_160164838.1	gb|WP_160164838.1|ARO:3006400|ADC-231	ARO:3006400	Acinetobacter baumannii	1
WP_064907116.1	gb|WP_064907116.1|ARO:3006401|ADC-232	ARO:3006401	Acinetobacter baumannii	1
WP_031950434.1	gb|WP_031950434.1|ARO:3006402|ADC-233	ARO:3006402	Acinetobacter baumannii	1
WP_159162532.1	gb|WP_159162532.1|ARO:3006403|ADC-234	ARO:3006403	Acinetobacter baumannii	1
WP_132038428.1	gb|WP_132038428.1|ARO:3006404|ADC-235	ARO:3006404	Acinetobacter baumannii	1
WP_176673601.1	gb|WP_176673601.1|ARO:3006405|ADC-236	ARO:3006405	Acinetobacter baumannii	1
WP_086262823.1	gb|WP_086262823.1|ARO:3006406|ADC-237	ARO:3006406	Acinetobacter baumannii	1
WP_002058891.1	gb|WP_002058891.1|ARO:3006407|ADC-238	ARO:3006407	Acinetobacter baumannii	1
WP_031981814.1	gb|WP_031981814.1|ARO:3006408|ADC-239	ARO:3006408	Acinetobacter calcoaceticus/baumannii complex	1
WP_136512061.1	gb|WP_136512061.1|ARO:3006409|ADC-24	ARO:3006409	Acinetobacter pittii	1
WP_001211207.1	gb|WP_001211207.1|ARO:3006410|ADC-240	ARO:3006410	Acinetobacter baumannii	1
WP_001211198.1	gb|WP_001211198.1|ARO:3006411|ADC-241	ARO:3006411	Acinetobacter baumannii	1
WP_047481394.1	gb|WP_047481394.1|ARO:3006412|ADC-242	ARO:3006412	Acinetobacter baumannii	1
WP_001211199.1	gb|WP_001211199.1|ARO:3006413|ADC-243	ARO:3006413	Acinetobacter baumannii	1
WP_032017586.1	gb|WP_032017586.1|ARO:3006414|ADC-244	ARO:3006414	Acinetobacter baumannii	1
WP_032005249.1	gb|WP_032005249.1|ARO:3006415|ADC-245	ARO:3006415	Acinetobacter calcoaceticus/baumannii complex	1
WP_031976577.1	gb|WP_031976577.1|ARO:3006416|ADC-246	ARO:3006416	Acinetobacter baumannii	1
WP_032058755.1	gb|WP_032058755.1|ARO:3006417|ADC-247	ARO:3006417	Acinetobacter baumannii	1
WP_021511005.1	gb|WP_021511005.1|ARO:3006418|ADC-248	ARO:3006418	Acinetobacter baumannii	1
WP_001211200.1	gb|WP_001211200.1|ARO:3006419|ADC-249	ARO:3006419	Acinetobacter baumannii	1
WP_086329657.1	gb|WP_086329657.1|ARO:3006420|ADC-250	ARO:3006420	Acinetobacter baumannii	1
WP_086443396.1	gb|WP_086443396.1|ARO:3006421|ADC-251	ARO:3006421	Acinetobacter baumannii	1
WP_086399847.1	gb|WP_086399847.1|ARO:3006422|ADC-252	ARO:3006422	Acinetobacter pittii	1
WP_086394244.1	gb|WP_086394244.1|ARO:3006423|ADC-253	ARO:3006423	Acinetobacter pittii	1
WP_031996777.1	gb|WP_031996777.1|ARO:3006424|ADC-254	ARO:3006424	Acinetobacter baumannii	1
WP_022575343.1	gb|WP_022575343.1|ARO:3006425|ADC-255	ARO:3006425	Acinetobacter nosocomialis	1
WP_204376223.1	gb|WP_204376223.1|ARO:3006426|ADC-256	ARO:3006426	Acinetobacter baumannii	1
WP_069174569.1	gb|WP_069174569.1|ARO:3006427|ADC-29	ARO:3006427	Acinetobacter baumannii	1
WP_004739487.1	gb|WP_004739487.1|ARO:3006428|ADC-32	ARO:3006428	Acinetobacter baumannii	1
WP_001211220.1	gb|WP_001211220.1|ARO:3006429|ADC-33	ARO:3006429	Acinetobacter baumannii	1
WP_063857799.1	gb|WP_063857799.1|ARO:3006430|ADC-38	ARO:3006430	Acinetobacter baumannii	1
WP_063857805.1	gb|WP_063857805.1|ARO:3006431|ADC-51	ARO:3006431	Acinetobacter baumannii	1
WP_001211232.1	gb|WP_001211232.1|ARO:3006432|ADC-52	ARO:3006432	Acinetobacter baumannii	1
WP_063857806.1	gb|WP_063857806.1|ARO:3006433|ADC-53	ARO:3006433	Acinetobacter baumannii	1
WP_063857807.1	gb|WP_063857807.1|ARO:3006434|ADC-54	ARO:3006434	Acinetobacter baumannii	1
WP_001211226.1	gb|WP_001211226.1|ARO:3006435|ADC-57	ARO:3006435	Acinetobacter baumannii	1
WP_063857812.1	gb|WP_063857812.1|ARO:3006436|ADC-63	ARO:3006436	Acinetobacter baumannii	1
WP_136512062.1	gb|WP_136512062.1|ARO:3006437|ADC-65	ARO:3006437	Acinetobacter baumannii	1
WP_136512063.1	gb|WP_136512063.1|ARO:3006438|ADC-66	ARO:3006438	Acinetobacter baumannii	1
WP_017480710.1	gb|WP_017480710.1|ARO:3006439|ADC-70	ARO:3006439	Acinetobacter pittii	1
WP_029424536.1	gb|WP_029424536.1|ARO:3003886|ADC-80	ARO:3003886	Acinetobacter	1
WP_068981615.1	gb|WP_068981615.1|ARO:3006440|ADC-83	ARO:3006440	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_068981616.1	gb|WP_068981616.1|ARO:3006441|ADC-84	ARO:3006441	Acinetobacter baumannii	1
WP_068981617.1	gb|WP_068981617.1|ARO:3006442|ADC-85	ARO:3006442	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_068981618.1	gb|WP_068981618.1|ARO:3006443|ADC-86	ARO:3006443	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_068981619.1	gb|WP_068981619.1|ARO:3006444|ADC-87	ARO:3006444	Acinetobacter baumannii	1
WP_001211221.1	gb|WP_001211221.1|ARO:3006445|ADC-88	ARO:3006445	Acinetobacter baumannii	1
WP_068981620.1	gb|WP_068981620.1|ARO:3006446|ADC-89	ARO:3006446	Acinetobacter baumannii	1
WP_068981621.1	gb|WP_068981621.1|ARO:3006447|ADC-90	ARO:3006447	Acinetobacter baumannii	1
WP_068981622.1	gb|WP_068981622.1|ARO:3006448|ADC-91	ARO:3006448	Acinetobacter baumannii	1
WP_068981623.1	gb|WP_068981623.1|ARO:3006449|ADC-92	ARO:3006449	Acinetobacter baumannii	1
WP_068981624.1	gb|WP_068981624.1|ARO:3006450|ADC-93	ARO:3006450	Acinetobacter baumannii	1
WP_068981625.1	gb|WP_068981625.1|ARO:3006451|ADC-94	ARO:3006451	Acinetobacter baumannii	1
WP_068981626.1	gb|WP_068981626.1|ARO:3006452|ADC-95	ARO:3006452	Acinetobacter baumannii	1
WP_068981627.1	gb|WP_068981627.1|ARO:3006453|ADC-96	ARO:3006453	Acinetobacter baumannii	1
WP_068981628.1	gb|WP_068981628.1|ARO:3006454|ADC-97	ARO:3006454	Acinetobacter baumannii	1
WP_068981629.1	gb|WP_068981629.1|ARO:3006455|ADC-98	ARO:3006455	Acinetobacter baumannii	1
WP_068981630.1	gb|WP_068981630.1|ARO:3006456|ADC-99	ARO:3006456	Acinetobacter baumannii	1
WP_069953510.1	gb|WP_069953510.1|ARO:3006890|AFM-1	ARO:3006890	Alcaligenes faecalis	1
WP_204376224.1	gb|WP_204376224.1|ARO:3006891|AFM-2	ARO:3006891	Pseudomonas aeruginosa	1
WP_122630833.1	gb|WP_122630833.1|ARO:3006892|ALG11-1	ARO:3006892	uncultured bacterium	1
WP_122630832.1	gb|WP_122630832.1|ARO:3006893|ALG6-1	ARO:3006893	uncultured bacterium	1
WP_026025287.1	gb|WP_026025287.1|ARO:3006894|ALI-1	ARO:3006894	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_065597326.1	gb|WP_065597326.1|ARO:3006895|ALI-2	ARO:3006895	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_041449074.1	gb|WP_041449074.1|ARO:3006896|ANA-1	ARO:3006896	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_020924773.1	gb|WP_020924773.1|ARO:3006897|AXC-1	ARO:3006897	Achromobacter xylosoxidans	1
WP_100505522.1	gb|WP_100505522.1|ARO:3006898|AXC-2	ARO:3006898	Achromobacter ruhlandii	1
WP_081330264.1	gb|WP_081330264.1|ARO:3006899|AXC-3	ARO:3006899	Achromobacter	1
WP_150823464.1	gb|WP_150823464.1|ARO:3006900|AXC-4	ARO:3006900	Achromobacter xylosoxidans	1
WP_150823465.1	gb|WP_150823465.1|ARO:3006901|AXC-5	ARO:3006901	Achromobacter xylosoxidans	1
WP_065158950.1	gb|WP_065158950.1|ARO:3006154|BEL-4	ARO:3006154	Pseudomonas aeruginosa	1
WP_171476787.1	gb|WP_171476787.1|ARO:3006223|BKC-2	ARO:3006223	Enterobacter hormaechei	1
WP_029729112.1	gb|WP_029729112.1|ARO:3005522|BlaB-1	ARO:3005522	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_063857822.1	gb|WP_063857822.1|ARO:3005523|BlaB-10	ARO:3005523	Elizabethkingia meningoseptica	1
WP_063857823.1	gb|WP_063857823.1|ARO:3005524|BlaB-11	ARO:3005524	Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance	1
WP_063857824.1	gb|WP_063857824.1|ARO:3005525|BlaB-12	ARO:3005525	Elizabethkingia meningoseptica	1
